,Tweet,handle,tweet_text,Polarity,Subjectivity
12833,@AmericanAir no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!,@AmericanAir, no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!,0.875,0.6000000000000001
12874,@AmericanAir No worries at all. Y’all have a good one!!,@AmericanAir, No worries at all. Y’all have a good one!!,1.0,0.6000000000000001
12906,@AmericanAir I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk,@AmericanAir, I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk,0.55,0.3
12961,"@americanair the best is your 800 message saying to use website and your website is saying you need to call.  If you don't answer, #hardtodo",@americanair," the best is your 800 message saying to use website and your website is saying you need to call.  If you don't answer, #hardtodo",1.0,0.3
12972,@AmericanAir @elwoodblues77 I'm sure he understands the rules but you guys just have zero customer service. Staff your damn counters!,@AmericanAir,  I'm sure he understands the rules but you guys just have zero customer service. Staff your damn counters!,0.625,0.8888888888888888
12977,"@AmericanAir why can't you hire a staff that is helpful, informed and nice to it's customers?",@AmericanAir," why can't you hire a staff that is helpful, informed and nice to it's customers?",0.6,1.0
12979,"@AmericanAir Agents in DFW were very kind did their best to help, but this doesn't make up for PHX error and attitude! #Americant",@AmericanAir," Agents in DFW were very kind did their best to help, but this doesn't make up for PHX error and attitude! #Americant",0.89,0.65
12992,@AmericanAir what's the best number to use?,@AmericanAir, what's the best number to use?,1.0,0.3
12995,"@AmericanAir Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN",@AmericanAir," Chicago seen from seat 6A, AA 1620. So far a great ride! On to PDX! http://t.co/X4rsvAGIjN",0.55,0.875
13004,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,@AmericanAir, Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,0.75,0.9
13040,"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?",@AmericanAir," That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?",0.7,0.6000000000000001
13047,@AmericanAir great job and great service in and out of SDF this weekend during the winter storm.,@AmericanAir, great job and great service in and out of SDF this weekend during the winter storm.,0.8,0.75
13049,"@AmericanAir but don't you worry... @Delta took good care of me... Your loss, their gain.",@AmericanAir," but don't you worry...  took good care of me... Your loss, their gain.",0.7,0.6000000000000001
13085,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!,@AmericanAir, Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!,0.5171266233766234,0.6064935064935065
13105,@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.,@AmericanAir, SFO. Natt (the agent who helped me) really did an awesome job.,0.6,0.6
13114,@AmericanAir My father loved working for you as well as PanAm,@AmericanAir, My father loved working for you as well as PanAm,0.7,0.8
13138,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,@AmericanAir, THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,0.875,0.65
13162,"@AmericanAir sure, thank you!",@AmericanAir," sure, thank you!",0.625,0.8888888888888888
13169,"Yessir RT “@AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”",,"Yessir RT “  Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”",0.7,0.6000000000000001
13178,@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!,@AmericanAir, F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!,0.6,0.475
13232,@AmericanAir it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat,@AmericanAir, it's always nice coming home but I wish you'd fly LAX-MAD and keep me away from Iberia 😜✈️ #GoingForGreat,0.7,0.95
13268,@AmericanAir still no response from AA. great job guys!,@AmericanAir, still no response from AA. great job guys!,1.0,0.75
13308,@AmericanAir ok thank you!,@AmericanAir, ok thank you!,0.625,0.5
13342,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!,@AmericanAir, awesome flight this morning on AA3230! Awesome crew and even landed early!,0.7083333333333334,0.7666666666666666
13361,"@AmericanAir dm me your email address,  I will tell you my ordeal, then you tell me what you think is fair",@AmericanAir," dm me your email address,  I will tell you my ordeal, then you tell me what you think is fair",0.7,0.9
13375,"@AmericanAir good morning, please let me know if I will be able to get those luggage tags.   Tx!",@AmericanAir," good morning, please let me know if I will be able to get those luggage tags.   Tx!",0.6625,0.6125
13382,@AmericanAir @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.,@AmericanAir,   lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.,0.6,0.6962962962962962
13428,@AmericanAir @Eleonora7 good luck I've been waiting a week,@AmericanAir,  good luck I've been waiting a week,0.7,0.6000000000000001
13458,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,@AmericanAir, Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,0.9,0.9
13472,"@AmericanAir I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? 😋I love the company!",@AmericanAir," I love travel with yours planes, all people is very nice, it's amazing! Can you please follow me back? 😋I love the company!",0.531,0.62
13494,@AmericanAir would also like say kind move on adding the points !,@AmericanAir, would also like say kind move on adding the points !,0.75,0.9
13504,@AmericanAir thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.,@AmericanAir, thank you for doing the best you could to get me rebooked. Agent on phone &amp; addtl resolution on DM was very much appreciated.,0.6,0.2
13599,@AmericanAir @USAirways wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!,@AmericanAir,  wonderful FC FA on flight 2062 pre dawn!  Nice start to the day!,0.875,1.0
13616,@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the,@AmericanAir, if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the,0.8,0.75
13630,"@AmericanAir How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy, but need help.Thanks",@AmericanAir," How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy, but need help.Thanks",0.55,0.3
13633,@AmericanAir i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4),@AmericanAir, i've now been in France two days without changing clothes and nothing to keep me warm so please locate my bag and send it to(4),0.6,0.6
13650,"@AmericanAir yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying, I'm rethinking that...",@AmericanAir," yes we did make it home. But by no means am I happy. I've always chosen AA as my 1st choice when flying, I'm rethinking that...",0.8,1.0
13679,@AmericanAir make sure u insure your luggage as those assholes @ AA take no fricken responsibility...&amp; don't  believe their lies!!!!,@AmericanAir, make sure u insure your luggage as those assholes @ AA take no fricken responsibility...&amp; don't  believe their lies!!!!,1.0,0.8888888888888888
13730,@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in,@AmericanAir, 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in,0.85,1.0
13736,@AmericanAir you're my early frontrunner for best airline! #oscars2016,@AmericanAir, you're my early frontrunner for best airline! #oscars2016,0.55,0.3
13741,@AmericanAir all good! I'm catching the 11:10p flight tonight. Thanks for the response.,@AmericanAir, all good! I'm catching the 11:10p flight tonight. Thanks for the response.,0.5583333333333333,0.5666666666666667
13745,@AmericanAir We have been sitting on this bird #AA1457 for 2 hrs on the dfw tarmac.  Some water would be nice.  Where's your manners?,@AmericanAir, We have been sitting on this bird #AA1457 for 2 hrs on the dfw tarmac.  Some water would be nice.  Where's your manners?,0.6,1.0
13750,@AmericanAir Joanna did a WONDERFUL job!  Thank her for me?,@AmericanAir, Joanna did a WONDERFUL job!  Thank her for me?,1.0,1.0
13756,@AmericanAir Toby hates you lol,@AmericanAir, Toby hates you lol,0.8,0.7
13767,@AmericanAir probably had money on @BensonHenderson they said to hell with @Cowboycerrone lol,@AmericanAir, probably had money on  they said to hell with  lol,0.8,0.7
13803,“@AmericanAir: @nlrphoto Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,,“  Those are very beautiful photos!” Thx! Would marketing dept be interested in buying?,0.625,0.75
13805,@AmericanAir we made it so no worries... You guys did good tonight and even put @ESPN_CoachMack on my flight #firstclass,@AmericanAir, we made it so no worries... You guys did good tonight and even put  on my flight #firstclass,0.7,0.6000000000000001
13815,@AmericanAir  my fly is 1579  if do you have some news,@AmericanAir,  my fly is 1579  if do you have some news,0.8,0.9
13845,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!,@AmericanAir, better do the right thing and take care of  or els you're losing business!!!!,0.5987723214285714,0.5178571428571428
13884,@AmericanAir Great - thank you.,@AmericanAir, Great - thank you.,0.8,0.75
13904,@AmericanAir You can't even get someone on the phone. Great story for the media.,@AmericanAir, You can't even get someone on the phone. Great story for the media.,0.8,0.75
13935,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,@AmericanAir, #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,0.5681818181818181,0.6022727272727273
13946,@AmericanAir if you could get the gate crew to help us off FLT 5350 that would be great....,@AmericanAir, if you could get the gate crew to help us off FLT 5350 that would be great....,0.8,0.75
13985,@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck...,@AmericanAir, won't answer the reservation line!  Nice service.  We may be stuck...,0.6,1.0
13993,@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.,@AmericanAir, I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.,0.5214285714285714,0.5589285714285714
14022,@AmericanAir @DAI_President Good luck at DFW this evening AA!,@AmericanAir,  Good luck at DFW this evening AA!,0.875,0.6000000000000001
14025,@AmericanAir Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,@AmericanAir, Awesome customer service on #390 from rdu. They snuck my wife a warm cookie. Thx!,0.875,0.8
14027,"@AmericanAir @CineDrones I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳",@AmericanAir,"  I just wish that a team member would pick up the phone at this point, let alone be courteous or helpful 😳",0.6,1.0
